type,oc_dt,oc_p1
住宅竊盜,1050724,雲林縣莿桐鄉
住宅竊盜,1050724,桃園市楊梅區
住宅竊盜,1050724,宜蘭縣冬山鄉
住宅竊盜,1050725,雲林縣二崙鄉
住宅竊盜,1050725,高雄市小港區
住宅竊盜,1050725,台南市永康區
住宅竊盜,1050725,新竹縣關西鎮
住宅竊盜,1050725,雲林縣褒忠鄉
住宅竊盜,1050725,新北市新店區
住宅竊盜,1050725,新北市新莊區
住宅竊盜,1050725,新北市新店區
住宅竊盜,1050726,台南市南化區
住宅竊盜,1050726,新竹縣竹北市
住宅竊盜,1050726,台南市大內區
住宅竊盜,1050726,台中市北區
住宅竊盜,1050726,台北市士林區
住宅竊盜,1050726,台中市南區
住宅竊盜,1050727,桃園市中壢區
住宅竊盜,1050727,台北市中山區
住宅竊盜,1050727,台北市士林區
住宅竊盜,1050727,屏東縣東港鎮
住宅竊盜,1050727,新北市三重區
住宅竊盜,1050727,屏東縣東港鎮
住宅竊盜,1050727,雲林縣二崙鄉
住宅竊盜,1050727,台北市中山區
住宅竊盜,1050727,新北市三重區
住宅竊盜,1050727,屏東縣林邊鄉
住宅竊盜,1050727,南投縣信義鄉
住宅竊盜,1050727,基隆市中山區
住宅竊盜,1050728,台北市南港區
住宅竊盜,1050728,台北市北投區
住宅竊盜,1050728,雲林縣莿桐鄉
住宅竊盜,1050728,新北市樹林區
住宅竊盜,1050728,南投縣埔里鎮
住宅竊盜,1050728,新北市三重區
住宅竊盜,1050728,新北市土城區
住宅竊盜,1050728,宜蘭縣宜蘭市
住宅竊盜,1050728,彰化縣溪湖鎮
住宅竊盜,1050728,新北市三重區
住宅竊盜,1050728,台南市善化區
住宅竊盜,1050728,苗栗縣後龍鎮
住宅竊盜,1050729,台北市中山區
住宅竊盜,1050729,台中市神岡區
住宅竊盜,1050729,台南市永康區
住宅竊盜,1050729,台南市永康區
住宅竊盜,1050729,新北市蘆洲區
住宅竊盜,1050729,新北市永和區
住宅竊盜,1050729,台中市東區
住宅竊盜,1050729,台南市中西區
住宅竊盜,1050730,新北市樹林區
住宅竊盜,1050730,台南市歸仁區
住宅竊盜,1050730,雲林縣斗六市
住宅竊盜,1050730,南投縣南投市
住宅竊盜,1050730,基隆市中正區
住宅竊盜,1050730,新北市新店區
住宅竊盜,1050730,新北市新莊區
住宅竊盜,1050731,新北市三重區
住宅竊盜,1050731,新北市新莊區
住宅竊盜,1050731,新北市板橋區
住宅竊盜,1050731,花蓮縣花蓮市
住宅竊盜,1050731,高雄市鳥松區
住宅竊盜,1050731,彰化縣埤頭鄉
住宅竊盜,1050731,新北市板橋區
住宅竊盜,1050731,桃園市平鎮區
住宅竊盜,1050731,台北市大安區
住宅竊盜,1050731,台中市南區
住宅竊盜,1050731,桃園市龜山區
住宅竊盜,1050731,台中市西區
住宅竊盜,1050731,台北市中正區
住宅竊盜,1050731,台北市信義區
住宅竊盜,1050731,新北市土城區
住宅竊盜,1050731,新北市板橋區
住宅竊盜,1050731,新北市三重區
住宅竊盜,1050801,南投縣名間鄉
住宅竊盜,1050801,台南市新化區
住宅竊盜,1050801,台南市北區
住宅竊盜,1050801,新北市新莊區
住宅竊盜,1050801,台南市永康區
住宅竊盜,1050801,台南市新市區
住宅竊盜,1050801,高雄市左營區
住宅竊盜,1050801,台北市內湖區
住宅竊盜,1050802,台中市大里區
住宅竊盜,1050802,台北市士林區
住宅竊盜,1050802,南投縣埔里鎮
住宅竊盜,1050802,台南市永康區
住宅竊盜,1050802,新北市泰山區
住宅竊盜,1050803,高雄市左營區
住宅竊盜,1050803,台南市永康區
住宅竊盜,1050803,新北市板橋區
住宅竊盜,1050803,台南市歸仁區
住宅竊盜,1050803,新北市板橋區
住宅竊盜,1050803,新北市永和區
住宅竊盜,1050803,新北市新莊區
住宅竊盜,1050803,新北市中和區
住宅竊盜,1050803,新北市新莊區
住宅竊盜,1050804,新北市板橋區
住宅竊盜,1050804,新北市泰山區
住宅竊盜,1050804,金門縣金城鎮
住宅竊盜,1050804,新北市鶯歌區
住宅竊盜,1050804,雲林縣虎尾鎮
住宅竊盜,1050804,新北市新莊區
住宅竊盜,1050804,新竹縣橫山鄉
住宅竊盜,1050805,新竹縣橫山鄉
住宅竊盜,1050805,宜蘭縣頭城鎮
住宅竊盜,1050805,台北市信義區
住宅竊盜,1050805,苗栗縣卓蘭鎮
住宅竊盜,1050805,雲林縣水林鄉
住宅竊盜,1050805,台北市北投區
住宅竊盜,1050806,台中市北屯區
住宅竊盜,1050806,新北市板橋區
住宅竊盜,1050806,彰化縣社頭鄉
住宅竊盜,1050806,新北市土城區
住宅竊盜,1050806,桃園市龍潭區
住宅竊盜,1050806,高雄市鳳山區
住宅竊盜,1050806,基隆市信義區
住宅竊盜,1050806,南投縣埔里鎮
住宅竊盜,1050807,新北市汐止區
住宅竊盜,1050807,新竹縣竹東鎮
住宅竊盜,1050807,台南市中西區
住宅竊盜,1050807,台東縣卑南鄉
住宅竊盜,1050807,台南市學甲區
住宅竊盜,1050807,新北市板橋區
住宅竊盜,1050807,台南市大內區
住宅竊盜,1050807,台南市新營區
住宅竊盜,1050807,新北市永和區
住宅竊盜,1050807,台南市永康區
住宅竊盜,1050807,屏東縣屏東市
住宅竊盜,1050807,南投縣埔里鎮
住宅竊盜,1050808,台北市北投區
住宅竊盜,1050808,苗栗縣通霄鎮
住宅竊盜,1050808,彰化縣溪湖鎮
住宅竊盜,1050808,台北市南港區
住宅竊盜,1050808,宜蘭縣壯圍鄉
住宅竊盜,1050808,基隆市中正區
住宅竊盜,1050808,南投縣埔里鎮
住宅竊盜,1050808,南投縣埔里鎮
住宅竊盜,1050808,台北市北投區
住宅竊盜,1050808,南投縣埔里鎮
住宅竊盜,1050809,新北市蘆洲區
住宅竊盜,1050809,高雄市阿蓮區
住宅竊盜,1050809,高雄市阿蓮區
住宅竊盜,1050809,桃園市桃園區
住宅竊盜,1050809,雲林縣北港鎮
住宅竊盜,1050809,台北市中山區
住宅竊盜,1050809,南投縣草屯鎮
住宅竊盜,1050809,台北市士林區
住宅竊盜,1050809,宜蘭縣五結鄉
住宅竊盜,1050809,台北市信義區
住宅竊盜,1050810,桃園市中壢區
住宅竊盜,1050810,台北市士林區
住宅竊盜,1050810,新竹市北區
住宅竊盜,1050810,新北市泰山區
住宅竊盜,1050810,彰化縣埔鹽鄉
住宅竊盜,1050810,台中市西屯區
住宅竊盜,1050810,台南市將軍區
住宅竊盜,1050810,台北市北投區
住宅竊盜,1050810,新北市板橋區
住宅竊盜,1050811,新竹縣新豐鄉
住宅竊盜,1050811,台北市南港區
住宅竊盜,1050811,新北市新莊區
住宅竊盜,1050811,新北市新莊區
住宅竊盜,1050811,雲林縣北港鎮
住宅竊盜,1050811,嘉義縣朴子市
住宅竊盜,1050811,新竹縣竹北市
住宅竊盜,1050811,雲林縣北港鎮
住宅竊盜,1050811,南投縣竹山鎮
住宅竊盜,1050812,台中市東區
住宅竊盜,1050812,新北市中和區
住宅竊盜,1050812,嘉義市西區
住宅竊盜,1050812,台東縣達仁鄉
住宅竊盜,1050812,台北市北投區
住宅竊盜,1050812,台南市仁德區
住宅竊盜,1050812,新竹市東區
住宅竊盜,1050813,新竹市東區
住宅竊盜,1050813,雲林縣四湖鄉
住宅竊盜,1050813,新北市土城區
住宅竊盜,1050813,台南市將軍區
住宅竊盜,1050813,南投縣埔里鎮
住宅竊盜,1050814,高雄市鼓山區
住宅竊盜,1050814,台北市信義區
住宅竊盜,1050814,新竹縣關西鎮
住宅竊盜,1050815,雲林縣虎尾鎮
住宅竊盜,1050815,花蓮縣新城鄉
住宅竊盜,1050815,台北市中山區
住宅竊盜,1050815,新北市新店區
住宅竊盜,1050815,台南市善化區
住宅竊盜,1050815,苗栗縣卓蘭鎮
住宅竊盜,1050815,台中市西屯區
住宅竊盜,1050815,新竹市東區
住宅竊盜,1050815,台中市西區
住宅竊盜,1050816,台北市士林區
住宅竊盜,1050816,基隆市仁愛區
住宅竊盜,1050816,新北市三重區
住宅竊盜,1050817,台南市永康區
住宅竊盜,1050817,台中市南區
住宅竊盜,1050817,新北市板橋區
住宅竊盜,1050817,新竹市東區
住宅竊盜,1050817,宜蘭縣羅東鎮
住宅竊盜,1050817,澎湖縣馬公市
住宅竊盜,1050817,台北市中正區
住宅竊盜,1050817,台南市中西區
住宅竊盜,1050817,台北市文山區
住宅竊盜,1050817,新北市八里區
住宅竊盜,1050817,高雄市苓雅區
住宅竊盜,1050817,台南市安平區
住宅竊盜,1050817,高雄市楠梓區
住宅竊盜,1050818,新北市三重區
住宅竊盜,1050818,台北市士林區
住宅竊盜,1050818,苗栗縣後龍鎮
住宅竊盜,1050818,南投縣埔里鎮
住宅竊盜,1050818,新北市汐止區
住宅竊盜,1050818,雲林縣麥寮鄉
住宅竊盜,1050818,新竹縣竹東鎮
住宅竊盜,1050818,台北市南港區
住宅竊盜,1050818,新竹市東區
住宅竊盜,1050818,金門縣金湖鎮
住宅竊盜,1050819,台中市南區
住宅竊盜,1050819,台北市士林區
住宅竊盜,1050819,台南市仁德區
住宅竊盜,1050819,新北市板橋區
住宅竊盜,1050819,台中市南區
住宅竊盜,1050819,新北市板橋區
住宅竊盜,1050819,高雄市鳳山區
住宅竊盜,1050819,宜蘭縣羅東鎮
住宅竊盜,1050819,新竹縣竹北市
住宅竊盜,1050819,彰化縣芳苑鄉
住宅竊盜,1050819,台北市大安區
住宅竊盜,1050819,桃園市龜山區
住宅竊盜,1050819,台北市內湖區
住宅竊盜,1050820,基隆市仁愛區
住宅竊盜,1050820,新北市新莊區
住宅竊盜,1050820,苗栗縣通霄鎮
住宅竊盜,1050820,新北市三重區
住宅竊盜,1050821,新竹縣竹北市
住宅竊盜,1050821,新竹縣竹北市
住宅竊盜,1050821,高雄市鳳山區
住宅竊盜,1050821,新北市新店區
住宅竊盜,1050821,雲林縣北港鎮
住宅竊盜,1050821,新北市永和區
住宅竊盜,1050821,台北市萬華區
住宅竊盜,1050822,宜蘭縣冬山鄉
住宅竊盜,1050822,台北市北投區
住宅竊盜,1050822,台北市南港區
住宅竊盜,1050822,新北市中和區
住宅竊盜,1050822,新北市中和區
住宅竊盜,1050822,桃園市龜山區
住宅竊盜,1050822,南投縣草屯鎮
住宅竊盜,1050822,台北市萬華區
住宅竊盜,1050823,高雄市鳳山區
住宅竊盜,1050823,基隆市安樂區
住宅竊盜,1050823,嘉義市東區
住宅竊盜,1050823,台北市南港區
住宅竊盜,1050824,台北市士林區
住宅竊盜,1050824,台南市永康區
住宅竊盜,1050824,台北市中正區
住宅竊盜,1050824,南投縣埔里鎮
住宅竊盜,1050824,新北市永和區
住宅竊盜,1050825,南投縣竹山鎮
住宅竊盜,1050826,台北市大同區
住宅竊盜,1050826,宜蘭縣羅東鎮
住宅竊盜,1050826,台南市中西區
住宅竊盜,1050826,高雄市左營區
住宅竊盜,1050826,台北市中山區
住宅竊盜,1050826,台中市霧峰區
住宅竊盜,1050826,彰化縣溪湖鎮
住宅竊盜,1050826,新北市瑞芳區
住宅竊盜,1050826,新竹縣竹東鎮
住宅竊盜,1050826,台南市安平區
住宅竊盜,1050826,新竹縣竹東鎮
住宅竊盜,1050826,新北市新莊區
住宅竊盜,1050827,新北市新莊區
住宅竊盜,1050827,新北市板橋區
住宅竊盜,1050827,雲林縣斗六市
住宅竊盜,1050827,台南市佳里區
住宅竊盜,1050827,高雄市美濃區
住宅竊盜,1050827,台北市內湖區
住宅竊盜,1050827,新北市新莊區
住宅竊盜,1050827,新北市永和區
住宅竊盜,1050827,台北市大安區
住宅竊盜,1050828,台南市北區
住宅竊盜,1050828,台北市信義區
住宅竊盜,1050828,新北市三峽區
住宅竊盜,1050828,台北市內湖區
住宅竊盜,1050828,台南市學甲區
住宅竊盜,1050828,新竹縣芎林鄉
住宅竊盜,1050828,基隆市中山區
住宅竊盜,1050828,台北市大安區
住宅竊盜,1050828,台南市新化區
住宅竊盜,1050828,台南市學甲區
住宅竊盜,1050829,台北市內湖區
住宅竊盜,1050829,台北市中正區
住宅竊盜,1050829,苗栗縣泰安鄉
住宅竊盜,1050829,台北市松山區
住宅竊盜,1050829,花蓮縣新城鄉
住宅竊盜,1050829,南投縣竹山鎮
住宅竊盜,1050829,台北市內湖區
住宅竊盜,1050829,新北市土城區
住宅竊盜,1050829,台南市永康區
住宅竊盜,1050829,彰化縣和美鎮
住宅竊盜,1050829,台南市北區
住宅竊盜,1050829,台中市新社區
住宅竊盜,1050830,新北市新莊區
住宅竊盜,1050830,新北市板橋區
住宅竊盜,1050830,新北市新莊區
住宅竊盜,1050830,台南市中西區
住宅竊盜,1050830,雲林縣莿桐鄉
住宅竊盜,1050830,新北市永和區
住宅竊盜,1050830,台北市信義區
住宅竊盜,1050830,台北市中山區
住宅竊盜,1050831,雲林縣西螺鎮
住宅竊盜,1050831,宜蘭縣五結鄉
住宅竊盜,1050831,花蓮縣花蓮市
住宅竊盜,1050831,台東縣台東市
住宅竊盜,1050831,台北市文山區
住宅竊盜,1050831,新北市樹林區
住宅竊盜,1050831,高雄市鳳山區
住宅竊盜,1050901,雲林縣斗六市
住宅竊盜,1050901,台南市安平區
住宅竊盜,1050901,台北市信義區
住宅竊盜,1050901,台北市大安區
住宅竊盜,1050901,台北市南港區
住宅竊盜,1050901,高雄市鳳山區
住宅竊盜,1050901,桃園市龜山區
住宅竊盜,1050901,台中市豐原區
住宅竊盜,1050902,高雄市鳳山區
住宅竊盜,1050902,台北市南港區
住宅竊盜,1050902,台北市文山區
住宅竊盜,1050902,台北市萬華區
住宅竊盜,1050902,桃園市桃園區
住宅竊盜,1050903,南投縣南投市
住宅竊盜,1050903,金門縣金沙鎮
住宅竊盜,1050903,宜蘭縣宜蘭市
住宅竊盜,1050903,宜蘭縣冬山鄉
住宅竊盜,1050903,台北市中山區
住宅竊盜,1050903,台北市中山區
住宅竊盜,1050904,台北市內湖區
住宅竊盜,1050904,基隆市七堵區
住宅竊盜,1050904,桃園市桃園區
住宅竊盜,1050904,新北市泰山區
住宅竊盜,1050904,新竹市東區
住宅竊盜,1050904,桃園市楊梅區
住宅竊盜,1050905,花蓮縣卓溪鄉
住宅竊盜,1050905,雲林縣北港鎮
住宅竊盜,1050905,新竹市東區
住宅竊盜,1050905,苗栗縣竹南鎮
住宅竊盜,1050905,新北市中和區
住宅竊盜,1050906,基隆市信義區
住宅竊盜,1050906,新竹縣竹東鎮
住宅竊盜,1050906,新北市淡水區
住宅竊盜,1050906,台南市中西區
住宅竊盜,1050906,新北市板橋區
住宅竊盜,1050906,台北市內湖區
住宅竊盜,1050906,台南市中西區
住宅竊盜,1050907,宜蘭縣礁溪鄉
住宅竊盜,1050907,基隆市中山區
住宅竊盜,1050907,新北市土城區
住宅竊盜,1050907,台南市學甲區
住宅竊盜,1050907,台中市西屯區
住宅竊盜,1050907,新竹市香山區
住宅竊盜,1050907,新北市中和區
住宅竊盜,1050907,新北市板橋區
住宅竊盜,1050908,花蓮縣玉里鎮
住宅竊盜,1050908,高雄市路竹區
住宅竊盜,1050908,台南市南化區
住宅竊盜,1050908,新北市三重區
住宅竊盜,1050908,新北市樹林區
住宅竊盜,1050909,新北市新店區
住宅竊盜,1050909,南投縣竹山鎮
住宅竊盜,1050909,新北市板橋區
住宅竊盜,1050909,新竹縣竹東鎮
住宅竊盜,1050909,宜蘭縣礁溪鄉
住宅竊盜,1050909,新北市中和區
住宅竊盜,1050909,台北市大安區
住宅竊盜,1050910,桃園市桃園區
住宅竊盜,1050910,雲林縣東勢鄉
住宅竊盜,1050910,台北市大安區
住宅竊盜,1050910,桃園市桃園區
住宅竊盜,1050910,宜蘭縣冬山鄉
住宅竊盜,1050910,台南市永康區
住宅竊盜,1050910,屏東縣潮州鎮
住宅竊盜,1050910,宜蘭縣五結鄉
住宅竊盜,1050911,新北市三重區
住宅竊盜,1050911,新北市樹林區
住宅竊盜,1050911,新北市三重區
住宅竊盜,1050911,台南市永康區
住宅竊盜,1050911,花蓮縣花蓮市
住宅竊盜,1050911,新北市中和區
住宅竊盜,1050911,新竹市東區
住宅竊盜,1050912,台南市永康區
住宅竊盜,1050912,高雄市杉林區
住宅竊盜,1050912,新北市中和區
住宅竊盜,1050913,台北市大安區
住宅竊盜,1050913,新北市金山區
住宅竊盜,1050913,新北市中和區
住宅竊盜,1050913,台南市將軍區
住宅竊盜,1050913,新北市永和區
住宅竊盜,1050913,雲林縣北港鎮
住宅竊盜,1050914,南投縣南投市
住宅竊盜,1050914,台南市新營區
住宅竊盜,1050914,宜蘭縣壯圍鄉
住宅竊盜,1050914,新北市中和區
住宅竊盜,1050914,台北市南港區
住宅竊盜,1050915,新竹縣竹東鎮
住宅竊盜,1050915,基隆市安樂區
住宅竊盜,1050915,台南市西港區
住宅竊盜,1050916,新北市永和區
住宅竊盜,1050916,高雄市杉林區
住宅竊盜,1050916,雲林縣古坑鄉
住宅竊盜,1050916,台中市北屯區
住宅竊盜,1050916,新北市板橋區
住宅竊盜,1050917,高雄市大樹區
住宅竊盜,1050917,新北市樹林區
住宅竊盜,1050917,台北市文山區
住宅竊盜,1050917,澎湖縣白沙鄉
住宅竊盜,1050917,宜蘭縣礁溪鄉
住宅竊盜,1050918,台北市內湖區
住宅竊盜,1050918,台北市士林區
住宅竊盜,1050918,宜蘭縣五結鄉
住宅竊盜,1050918,台北市信義區
住宅竊盜,1050919,台北市文山區
住宅竊盜,1050919,台北市北投區
住宅竊盜,1050919,台北市信義區
住宅竊盜,1050919,宜蘭縣冬山鄉
住宅竊盜,1050919,台南市永康區
住宅竊盜,1050919,宜蘭縣礁溪鄉
住宅竊盜,1050920,台南市後壁區
住宅竊盜,1050920,台南市永康區
住宅竊盜,1050920,南投縣南投市
住宅竊盜,1050920,台南市永康區
住宅竊盜,1050920,新北市永和區
住宅竊盜,1050920,宜蘭縣礁溪鄉
住宅竊盜,1050920,台北市南港區
住宅竊盜,1050920,新北市永和區
住宅竊盜,1050920,台中市南區
住宅竊盜,1050921,雲林縣北港鎮
住宅竊盜,1050921,台南市楠西區
住宅竊盜,1050921,新北市土城區
住宅竊盜,1050921,新北市八里區
住宅竊盜,1050921,台北市士林區
住宅竊盜,1050922,屏東縣佳冬鄉
住宅竊盜,1050922,台北市松山區
住宅竊盜,1050922,台南市永康區
住宅竊盜,1050922,桃園市龜山區
住宅竊盜,1050922,台南市永康區
住宅竊盜,1050922,台南市仁德區
住宅竊盜,1050922,台南市北門區
住宅竊盜,1050923,南投縣信義鄉
住宅竊盜,1050923,桃園市龍潭區
住宅竊盜,1050923,台北市大安區
住宅竊盜,1050923,屏東縣長治鄉
住宅竊盜,1050923,台北市北投區
住宅竊盜,1050924,台南市永康區
住宅竊盜,1050924,台南市北區
住宅竊盜,1050924,台南市永康區
住宅竊盜,1050924,台北市松山區
住宅竊盜,1050924,南投縣竹山鎮
住宅竊盜,1050925,台南市關廟區
住宅竊盜,1050925,台北市南港區
住宅竊盜,1050925,桃園市桃園區
住宅竊盜,1050925,新北市土城區
住宅竊盜,1050925,台北市內湖區
